Abastecimento de água - Brasil,,
Moradores por Município e Ano,,
Período:1991,2000,2010
"Município;""1991"";""2000"";""2010""",,
290380 Boa Vista do Tupim;17096;18052;17912,,
290390 Bom Jesus da Lapa;48354;52865;62834,,
290395 Bom Jesus da Serra;10210;10478;10105,,
290400 Boninal;13561;12457;13680,,
290405 Bonito;11014;12595;14816,,
290410 Boquira;19418;22094;21994,,
290420 Botuporã;10217;11462;11122,,
290430 Brejões;13029;15299;14238,,
290440 Brejolândia;11246;8737;11046,,
290450 Brotas de Macaúbas;14232;12905;10690,,
290460 Brumado;57035;61322;64363,,
290470 Buerarema;20743;18938;18568,,
290475 Buritirama;12510;17744;19558,,
290480 Caatiba;9696;15389;11393,,
290485 Cabaceiras do Paraguaçu;14520;15482;17294,,
290490 Cachoeira;27744;30149;31374,,
290500 Caculé;17630;20279;22188,,
290510 Caém;17085;12509;10344,,
290515 Caetanos;10631;13058;13605,,
290520 Caetité;40194;44641;47201,,
290530 Cafarnaum;13635;15883;17160,,
290540 Cairu;14503;10891;15084,,
290550 Caldeirão Grande;15784;11107;12462,,
290560 Camacan;36895;30766;31353,,
290570 Camaçari;113124;160664;242175,,
290580 Camamu;32725;32310;35030,,
290590 Campo Alegre de Lourdes;26034;27534;28038,,
290600 Campo Formoso;61941;61631;66354,,
290610 Canápolis;9442;9677;9395,,
290620 Canarana;22406;21453;23940,,
290630 Canavieiras;32842;34848;32135,,
290640 Candeal;10695;10076;8869,,
290650 Candeias;67640;76262;82790,,
290660 Candiba;12604;12109;13191,,
290670 Cândido Sales;23486;28180;27876,,
290680 Cansanção;30854;31592;32821,,
290682 Canudos;13715;13646;15579,,
290685 Capela do Alto Alegre;17136;11839;11494,,
290687 Capim Grosso;19566;23849;26432,,
290689 Caraíbas;17078;16952;10195,,
290690 Caravelas;19717;19911;21175,,
290700 Cardeal da Silva;6377;7981;8834,,
290710 Carinhanha;25470;26112;28269,,
290720 Casa Nova;46685;55331;64803,,
290730 Castro Alves;26705;25521;25352,,
290740 Catolândia;3263;3084;2602,,
290750 Catu;43250;46574;50895,,
290755 Caturama;9699;8612;8838,,
290760 Central;14604;16645;16973,,
290770 Chorrochó;9532;10106;10705,,
290780 Cícero Dantas;27104;30849;32175,,
290790 Cipó;12223;14131;15704,,
290800 Coaraci;30932;27761;20915,,
290810 Cocos;15951;17530;18078,,
290820 Conceição da Feira;15903;17464;20260,,
290830 Conceição do Almeida;18451;18840;17795,,
290840 Conceição do Coité;52248;55914;61902,,
290850 Conceição do Jacuípe;22814;26040;30029,,
290860 Conde;15925;20104;23355,,
290870 Condeúba;17829;18004;16868,,
290880 Contendas do Sincorá;4753;4256;4630,,
290890 Coração de Maria;21914;23624;22331,,
290900 Cordeiros;10625;8173;8155,,
290910 Coribe;14058;14974;14221,,
290920 Coronel João Sá;17094;19441;16950,,
290930 Correntina;27961;30372;31138,,
290940 Cotegipe;12211;12695;13514,,
290950 Cravolândia;4700;4984;5023,,
290960 Crisópolis;16669;19001;19999,,
290970 Cristópolis;12577;12593;13269,,
290980 Cruz das Almas;45765;52939;58336,,
290990 Curaçá;24705;28703;32104,,
291000 Dário Meira;13437;14967;12792,,
291005 Dias d'Ávila;31071;44912;66204,,
291010 Dom Basílio;9720;10419;11325,,
291020 Dom Macedo Costa;3871;3723;3866,,
291030 Elísio Medrado;7795;7849;7922,,
291040 Encruzilhada;21209;32613;23619,,
291050 Entre Rios;27662;37057;39719,,
290050 Érico Cardoso;7297;12006;10812,,
291060 Esplanada;23005;26934;32658,,
291070 Euclides da Cunha;51590;53709;56064,,
291072 Eunápolis;70210;83555;99546,,
291075 Fátima;17589;18269;17619,,
291077 Feira da Mata;6310;6230;6161,,
291080 Feira de Santana;403420;477726;552606,,
291085 Filadélfia;16936;17129;16707,,
291090 Firmino Alves;5494;5096;5357,,
291100 Floresta Azul;13917;11576;10632,,
291110 Formosa do Rio Preto;15364;18042;22450,,
291120 Gandu;26324;26348;30132,,
291125 Gavião;7088;4756;4466,,
291130 Gentio do Ouro;11070;10065;10609,,
291140 Glória;12805;14484;15056,,
291150 Gongogi;8924;10326;8314,,
291160 Governador Mangabeira;17786;17018;19734,,
291165 Guajeru;8522;12800;10393,,
291170 Guanambi;65260;71482;78368,,
291180 Guaratinga;25337;23708;22069,,
291185 Heliópolis;11366;13076;13164,,
291190 Iaçu;26010;28388;25663,,
291200 Ibiassucê;11850;12813;10044,,
291210 Ibicaraí;30339;28762;24178,,
291220 Ibicoara;8639;14146;17206,,
291230 Ibicuí;15540;15051;15636,,
291240 Ibipeba;17320;15251;16930,,
291250 Ibipitanga;13227;13366;14152,,
291260 Ibiquera;5820;4490;4860,,
291270 Ibirapitanga;26718;21952;22456,,
291280 Ibirapuã;8274;7004;7904,,
291290 Ibirataia;22572;24639;18888,,
291300 Ibitiara;16945;14377;15464,,
291310 Ibititá;17092;17760;17782,,
291320 Ibotirama;23189;23944;25309,,
291330 Ichu;8574;5568;5212,,
291340 Igaporã;13924;14540;15151,,
291345 Igrapiúna;12565;14625;13252,,
291350 Iguaí;22794;24733;25556,,
291360 Ilhéus;222426;215258;183090,,
291370 Inhambupe;25702;29504;36213,,
291380 Ipecaetá;16333;18309;15304,,
291390 Ipiaú;44902;42966;44079,,
291400 Ipirá;62570;61621;59119,,
291410 Ipupiara;8011;8516;9270,,
291420 Irajuba;6346;6327;6993,,
291430 Iramaia;17120;17379;11962,,
291440 Iraquara;16979;18165;22545,,
291450 Irará;23752;25062;27317,,
291460 Irecê;50368;57035;65804,,
291465 Itabela;20815;25335;27978,,
291470 Itaberaba;53393;58794;61318,,
291480 Itabuna;184221;194305;203189,,
291490 Itacaré;18299;17573;23874,,
291500 Itaeté;14237;13778;14837,,
291510 Itagi;14522;14564;13001,,
291520 Itagibá;19776;17084;15047,,
291530 Itagimirim;7853;7569;7100,,
291535 Itaguaçu da Bahia;17114;11209;13139,,
291540 Itaju do Colônia;9748;8533;7304,,
291550 Itajuípe;24821;22200;21030,,
291560 Itamaraju;64093;62931;62727,,
291570 Itamari;8766;8279;7854,,
291580 Itambé;23795;30744;22954,,
291590 Itanagra;5470;6309;7579,,
291600 Itanhém;23187;21226;20150,,
291610 Itaparica;14784;18719;20601,,
291620 Itapé;15598;14489;10965,,
291630 Itapebi;11020;10835;10407,,
291640 Itapetinga;53194;57493;67967,,
291650 Itapicuru;24826;27000;32105,,
291660 Itapitanga;10389;10325;10149,,
291670 Itaquara;7170;7858;7663,,
291680 Itarantim;17179;16752;18506,,
291685 Itatim;10013;12670;14476,,
291690 Itiruçu;12613;13516;12668,,
291700 Itiúba;34354;35455;36043,,
291710 Itororó;20446;19719;19873,,
291720 Ituaçu;16074;17108;18069,,
291730 Ituberá;20509;23995;26375,,
291733 Iuiú;10255;10472;10875,,
291735 Jaborandi;11627;10227;8945,,
291740 Jacaraci;13912;13484;13615,,
291750 Jacobina;76296;75664;78915,,
291760 Jaguaquara;39196;46291;50491,,
291770 Jaguarari;31026;27324;30259,,
291780 Jaguaripe;13822;13337;16299,,
291790 Jandaíra;8210;9789;10246,,
291800 Jequié;144037;145978;150636,,
291810 Jeremoabo;38402;34501;37427,,
291820 Jiquiriçá;11699;13561;14047,,
291830 Jitaúna;20778;20936;13996,,
291835 João Dourado;18849;18816;22460,,
291840 Juazeiro;127769;173208;197120,,
291845 Jucuruçu;15926;12307;10238,,
291850 Jussara;13863;15272;15026,,
291855 Jussari;8453;7385;6463,,
291860 Jussiape;10208;10041;8020,,
291870 Lafaiete Coutinho;5125;4101;3893,,
291875 Lagoa Real;10975;12728;13924,,
291880 Laje;18273;19518;22105,,
291890 Lajedão;3811;3389;3709,,
291900 Lajedinho;6091;4210;3924,,
291905 Lajedo do Tabocal;6463;8081;8298,,
291910 Lamarão;10275;9511;9546,,
291915 Lapão;20657;24409;25521,,
291920 Lauro de Freitas;68717;112474;161427,,
291930 Lençóis;7489;8514;10215,,
291940 Licínio de Almeida;13987;12298;12307,,
291950 Livramento de Nossa Senhora;34143;37922;42547,,
291955 Luís Eduardo Magalhães;-;-;59561,,
291960 Macajuba;10453;11426;11191,,
291970 Macarani;14015;14520;17006,,
291980 Macaúbas;34536;41517;46949,,
291990 Macururé;6750;8543;8057,,
291992 Madre de Deus;9109;11902;17296,,
291995 Maetinga;10337;13671;7023,,
292000 Maiquinique;7769;7210;8765,,
292010 Mairi;20705;20050;19268,,
292020 Malhada;15031;15384;15847,,
292030 Malhada de Pedras;7236;8400;8453,,
292040 Manoel Vitorino;16947;16565;14372,,
292045 Mansidão;10277;11008;12521,,
292050 Maracás;27084;31561;24554,,
292060 Maragogipe;38604;39991;42548,,
292070 Maraú;17402;17590;18735,,
292080 Marcionílio Souza;13654;10727;10477,,
292090 Mascote;20028;15886;14521,,
292100 Mata de São João;30324;32094;39865,,
292105 Matina;8973;10219;11116,,
292110 Medeiros Neto;23007;21127;21505,,
292120 Miguel Calmon;25151;28197;26418,,
292130 Milagres;9260;11861;10254,,
292140 Mirangaba;14600;14221;16268,,
292145 Mirante;8159;13501;10496,,
292150 Monte Santo;51153;54420;52250,,
292160 Morpará;7376;8509;8266,,
292170 Morro do Chapéu;31715;34029;35032,,
292180 Mortugaba;12894;12557;12456,,
292190 Mucugê;10261;13603;10489,,
292200 Mucuri;17267;27671;35753,,
292205 Mulungu do Morro;13701;14935;12209,,
292210 Mundo Novo;30783;21156;24301,,
292220 Muniz Ferreira;6267;6930;7288,,
292225 Muquém de São Francisco;8021;8986;10232,,
292230 Muritiba;24475;30449;28854,,
292240 Mutuípe;20324;19911;21398,,
292250 Nazaré;25786;26041;27120,,
292260 Nilo Peçanha;12249;10999;12474,,
292265 Nordestina;9236;11729;12352,,
292270 Nova Canaã;13752;15314;16610,,
292273 Nova Fátima;10419;7471;7567,,
292275 Nova Ibiá;10470;7084;6615,,
292280 Nova Itarana;6588;6557;7433,,
292285 Nova Redenção;10262;8301;8009,,
292290 Nova Soure;24576;24283;24080,,
292300 Nova Viçosa;25315;31873;38397,,
292303 Novo Horizonte;10150;8446;10495,,
292305 Novo Triunfo;11024;13484;15015,,
292310 Olindina;21385;23835;24851,,
292320 Oliveira dos Brejinhos;21010;21618;21767,,
292330 Ouriçangas;7043;7520;8284,,
292335 Ourolândia;12223;15238;16385,,
292340 Palmas de Monte Alto;20408;20039;20730,,
292350 Palmeiras;7062;7361;8343,,
292360 Paramirim;22521;18833;20908,,
292370 Paratinga;24139;27657;29474,,
292380 Paripiranga;25990;26456;27661,,
292390 Pau Brasil;15922;12882;10743,,
292400 Paulo Afonso;86328;96100;107611,,
292405 Pé de Serra;17042;13466;13693,,
292410 Pedrão;6790;6748;6871,,
292420 Pedro Alexandre;14791;16659;16640,,
292430 Piatã;18278;18896;17946,,
292440 Pilão Arcado;31801;29229;32774,,
292450 Pindaí;16521;15466;15604,,
292460 Pindobaçu;24014;20487;19985,,
292465 Pintadas;10375;10889;10291,,
292467 Piraí do Norte;13664;10348;9682,,
292470 Piripá;10400;16027;12679,,
292480 Piritiba;24117;18965;22306,,
292490 Planaltino;10310;7831;8746,,
292500 Planalto;23378;21612;24435,,
292510 Poções;37800;44096;44551,,
292520 Pojuca;22415;26100;32984,,
292525 Ponto Novo;17152;17066;15656,,
292530 Porto Seguro;33574;92485;125839,,
292540 Potiraguá;10132;14373;9769,,
292550 Prado;22436;26008;27038,,
292560 Presidente Dutra;13661;13560;13693,,
292570 Presidente Jânio Quadros;14100;17000;13620,,
292575 Presidente Tancredo Neves;18452;18954;23727,,
292580 Queimadas;23046;24542;24511,,
292590 Quijingue;23826;26149;27066,,
292593 Quixabeira;13909;9446;9534,,
292595 Rafael Jambeiro;22390;22497;22826,,
292600 Remanso;34176;35731;38820,,
292610 Retirolândia;11276;10842;12018,,
292620 Riachão das Neves;20173;21571;21891,,
292630 Riachão do Jacuípe;37556;31530;33091,,
292640 Riacho de Santana;27209;28327;30541,,
292650 Ribeira do Amparo;13886;13891;14193,,
292660 Ribeira do Pombal;42192;46002;47398,,
292665 Ribeirão do Largo;10821;15119;8554,,
292670 Rio de Contas;14046;13884;12987,,
292680 Rio do Antônio;13262;14609;14794,,
292690 Rio do Pires;12058;11981;11898,,
292700 Rio Real;27632;33061;37059,,
292710 Rodelas;4252;6115;7742,,
292720 Ruy Barbosa;29959;28910;29743,,
292730 Salinas da Margarida;8866;10315;13422,,
292740 Salvador;2057946;2428388;2652664,,
292750 Santa Bárbara;16719;17879;19039,,
292760 Santa Brígida;13192;16651;14965,,
292770 Santa Cruz Cabrália;6209;22618;26018,,
292780 Santa Cruz da Vitória;6640;6808;6667,,
292790 Santa Inês;10006;10936;10312,,
292805 Santa Luzia;15953;15445;13215,,
292810 Santa Maria da Vitória;41273;41068;40188,,
292840 Santa Rita de Cássia;23119;23695;26108,,
292850 Santa Teresinha;8839;8662;9632,,
292800 Santaluz;30159;30837;33672,,
292820 Santana;24593;23782;24626,,
292830 Santanópolis;9321;8634;8749,,
292860 Santo Amaro;53698;57691;57420,,
292870 Santo Antônio de Jesus;63978;76907;90232,,
292880 Santo Estêvão;36896;41016;47618,,
292890 São Desidério;18849;18732;27207,,
292895 São Domingos;10238;8470;9214,,
292910 São Felipe;20080;20114;20264,,
292900 São Félix;12085;13657;14062,,
292905 São Félix do Coribe;11866;11558;12997,,
292920 São Francisco do Conde;20195;26143;32941,,
292925 São Gabriel;17795;18256;18349,,
292930 São Gonçalo dos Campos;24202;26949;33189,,
292935 São José da Vitória;8712;6186;5690,,
292937 São José do Jacuípe;14082;9209;10156,,
292940 São Miguel das Matas;9299;9953;10383,,
292950 São Sebastião do Passé;36736;39361;41983,,
292960 Sapeaçu;15091;16347;16531,,
292970 Sátiro Dias;13630;17169;18864,,
292975 Saubara;7963;10101;11148,,
292980 Saúde;11280;11454;11819,,
292990 Seabra;37397;39262;41642,,
293000 Sebastião Laranjeiras;9088;8981;10311,,
293010 Senhor do Bonfim;83220;67421;74089,,
293020 Sento Sé;28127;32225;37313,,
293015 Serra do Ramalho;32913;32262;31553,,
293030 Serra Dourada;17442;17908;18070,,
293040 Serra Preta;17631;17715;15372,,
293050 Serrinha;75788;82876;75990,,
293060 Serrolândia;11805;12567;12280,,
293070 Simões Filho;71699;93391;117301,,
293075 Sítio do Mato;8664;10474;12020,,
293076 Sítio do Quinto;12037;15619;12544,,
293077 Sobradinho;21172;21278;21859,,
293080 Souto Soares;18314;14751;15850,,
293090 Tabocas do Brejo Velho;11206;12472;11414,,
293100 Tanhaçu;18259;20001;19971,,
293105 Tanque Novo;12577;15716;16077,,
293110 Tanquinho;10276;7417;7996,,
293120 Taperoá;17018;15832;18682,,
293130 Tapiramutá;13532;16974;16414,,
293135 Teixeira de Freitas;85188;106740;136829,,
293140 Teodoro Sampaio;9495;8843;7842,,
293150 Teofilândia;21548;20320;21443,,
293160 Teolândia;12362;12541;14780,,
293170 Terra Nova;12191;12814;12786,,
293180 Tremedal;20850;21148;16989,,
293190 Tucano;46231;50207;52195,,
293200 Uauá;24302;25880;24227,,
293210 Ubaíra;20744;20549;19690,,
293220 Ubaitaba;21024;23484;20547,,
293230 Ubatã;25871;21726;24864,,
293240 Uibaí;13471;13563;13596,,
293245 Umburanas;11532;14110;16899,,
293250 Una;23643;30287;23861,,
293260 Urandi;15929;15910;16430,,
293270 Uruçuca;30737;20086;19721,,
293280 Utinga;17002;16716;18117,,
293290 Valença;66272;77116;88163,,
293300 Valente;17787;19055;24508,,
293305 Várzea da Roça;13385;13586;13747,,
293310 Várzea do Poço;9604;7508;8655,,
293315 Várzea Nova;17034;14037;13046,,
293317 Varzedo;8662;8652;9104,,
293320 Vera Cruz;21904;29263;37266,,
293325 Vereda;8894;7131;6782,,
293330 Vitória da Conquista;223856;260782;304806,,
293340 Wagner;7742;8385;8964,,
293345 Wanderley;13564;13467;12445,,
293350 Wenceslau Guimarães;17168;20915;21910,,
293360 Xique-Xique;40161;44521;45422,,
310010 Abadia dos Dourados;6376;6362;6648,,
310020 Abaeté;20386;22189;22485,,
310030 Abre Campo;18857;13215;13119,,
310040 Acaiaca;3573;3881;3910,,
310050 Açucena;24792;11457;10230,,
310060 Água Boa;15741;17576;15078,,
310070 Água Comprida;1783;2083;2000,,
310080 Aguanil;3196;3543;4038,,
310090 Águas Formosas;22066;17523;18366,,
310100 Águas Vermelhas;19136;11773;12701,,
310110 Aimorés;26292;24970;24791,,
310120 Aiuruoca;6578;6324;6058,,
310130 Alagoa;2751;2790;2678,,
310140 Albertina;2438;2822;2896,,
310150 Além Paraíba;30710;33471;34203,,
310160 Alfenas;52392;66687;73337,,
310163 Alfredo Vasconcelos;-;5101;6074,,
310170 Almenara;45191;34853;38478,,
310180 Alpercata;6635;6823;7126,,
310190 Alpinópolis;19765;16932;18336,,
310200 Alterosa;11590;12936;13669,,
310205 Alto Caparaó;-;4583;5243,,
315350 Alto Jequitibá;7389;8422;8267,,
310210 Alto Rio Doce;14080;13787;12058,,
310220 Alvarenga;5978;5167;4433,,
310230 Alvinópolis;15219;15491;15146,,
310240 Alvorada de Minas;3889;3516;3526,,
310250 Amparo do Serra;6225;5471;5032,,
310260 Andradas;28190;32816;36991,,
310280 Andrelândia;12414;12238;12086,,
310285 Angelândia;-;7414;7995,,
310290 Antônio Carlos;9732;10814;11083,,
310300 Antônio Dias;9561;10007;9540,,
310310 Antônio Prado de Minas;2252;1790;1671,,
310320 Araçaí;1957;2133;2243,,
310330 Aracitaba;2400;2071;2057,,
310340 Araçuaí;33537;35427;35691,,
310350 Araguari;90654;101133;109138,,
310360 Arantina;2637;2904;2822,,
310370 Araponga;7869;7904;8126,,
310375 Araporã;-;5290;6138,,
310380 Arapuá;3091;2723;2760,,
310390 Araújos;5496;6175;7822,,
310400 Araxá;69506;78570;93117,,
310410 Arceburgo;7126;7983;9455,,
310420 Arcos;27295;32559;36349,,
310430 Areado;10610;12091;13676,,
310440 Argirita;3085;3159;2895,,
310445 Aricanduva;-;4203;4750,,
310450 Arinos;17000;16957;17591,,
310460 Astolfo Dutra;11334;11729;13012,,
310470 Ataléia;17837;16720;14411,,
310480 Augusto de Lima;5652;5012;4922,,
310490 Baependi;16471;17271;18111,,
310500 Baldim;8334;8043;7848,,
310510 Bambuí;20355;21469;22557,,
310520 Bandeira;5780;5237;4973,,
310530 Bandeira do Sul;4057;4869;5318,,
310540 Barão de Cocais;20233;23263;28336,,
310550 Barão de Monte Alto;6198;6214;5702,,
310560 Barbacena;97203;112402;124864,,
310570 Barra Longa;8897;7550;6123,,
310590 Barroso;16887;18254;19487,,
310600 Bela Vista de Minas;9584;9837;10000,,
310610 Belmiro Braga;3956;3415;3378,,
310620 Belo Horizonte;2004323;2226135;2357212,,
310630 Belo Oriente;16626;19438;23313,,
310640 Belo Vale;7020;7421;7530,,
310650 Berilo;17587;12942;12285,,
310665 Berizal;-;3928;4353,,
310660 Bertópolis;10502;3899;4481,,
310670 Betim;169756;304038;376666,,
310680 Bias Fortes;4817;4376;3787,,
310690 Bicas;11189;12751;13574,,
310700 Biquinhas;3044;2806;2621,,
310710 Boa Esperança;32848;36899;38306,,
310720 Bocaina de Minas;4794;4902;4993,,
310730 Bocaiúva;46315;42383;46436,,
310740 Bom Despacho;35122;39694;45459,,
310750 Bom Jardim de Minas;6189;6608;6452,,
310760 Bom Jesus da Penha;2909;3473;3853,,
310770 Bom Jesus do Amparo;4925;4782;5469,,
310780 Bom Jesus do Galho;17460;16093;15301,,
310790 Bom Repouso;8867;10442;10423,,
310800 Bom Sucesso;16417;16969;17115,,
310810 Bonfim;7169;6823;6769,,
310820 Bonfinópolis de Minas;14370;6382;5772,,
310825 Bonito de Minas;-;7729;9642,,
310830 Borda da Mata;15290;14350;17007,,
310840 Botelhos;14159;15005;14816,,
310850 Botumirim;7206;6796;6488,,
310870 Brás Pires;5824;5076;4600,,
310855 Brasilândia de Minas;-;11327;14178,,
310860 Brasília de Minas;44661;30104;31008,,
310880 Braúnas;6471;5365;5020,,
310890 Brazópolis;13623;14994;14514,,
310900 Brumadinho;19269;26481;33730,,
310910 Bueno Brandão;10698;10861;10836,,
310920 Buenópolis;9835;10222;10197,,
310925 Bugre;-;3930;3988,,
310930 Buritis;18324;19633;22447,,
310940 Buritizeiro;23652;25481;26762,,
310945 Cabeceira Grande;-;5868;6432,,
310950 Cabo Verde;12123;13615;13621,,
310960 Cachoeira da Prata;3649;3770;3650,,
310970 Cachoeira de Minas;9300;10529;10967,,
310270 Cachoeira de Pajeú;8754;8517;8919,,
310980 Cachoeira Dourada;2262;2278;2498,,
310990 Caetanópolis;7350;8547;10177,,
311000 Caeté;32994;36095;40433,,
311010 Caiana;4575;4357;4960,,
311020 Cajuri;3720;4168;4042,,
311030 Caldas;12231;12657;13548,,
311040 Camacho;3801;3509;3153,,
311050 Camanducaia;16659;20218;20821,,
311060 Cambuí;22211;22805;26350,,
311070 Cambuquira;11391;12467;12458,,
311080 Campanário;7877;3391;3556,,
311090 Campanha;11991;13955;15292,,
311100 Campestre;17327;20396;20529,,
311110 Campina Verde;19843;18779;18782,,
311115 Campo Azul;-;3562;3662,,
311120 Campo Belo;44362;49089;51245,,
311130 Campo do Meio;10555;11250;11376,,
311140 Campo Florido;4509;5301;6784,,
